uf;ano;area;producao;produtividade;safra;custo_total;custo_fixo;custo_variavel;total_renda_fatores;preco_reais;produtividade_sc_ha;faturamento_ha;lucro_bruto_ha;roi_percent;margem_lucro_percent;faturamento_total;lucro_total;classificacao_roi
PI;2016;693,8;2048,0976;2952,0;201617;;;;;81,5;49,2;4009,8;;;;2781999,2399999998;;Sem dados
PI;2017;710,5;2538,6165;3573,0;201718;;;;;71,3;59,55;4245,915;;;;3016722,6075;;Sem dados
PI;2018;758,1;2634,4;3475,0;201819;;;;;84,43;57,916666666666664;4889,904166666667;;;;3707036,3487500004;;Sem dados
PI;2019;758,9;2562,8;3377,0;201920;2719,47;706,52;1585,86;427,09;82,17;56,28333333333333;4624,8015;1905,3314999999998;70,06260411035974;41,19812493574048;3509761,8583499994;1445956,0753499998;Excelente
PI;2020;834,8;2719,8;3258,0;202021;2839,25;484,35;1917,59;437,31;121,23;54,3;6582,789;3743,5389999999998;131,84957295060315;56,868585640524095;5495312,2572;3125106,3571999995;Excelente
PI;2021;850,7;3073,6;3613,0;202122;2845,89;484,9;2240,95;120,04;170,07;60,21666666666667;10241,0485;7395,158500000001;259,85398240972074;72,21095086113498;8712059,958950002;6291061,335950001;Excelente
PI;2022;976,6;3672,0;3760,0;202223;4800,28;824,63;3538,5;437,15;188,89;62,666666666666664;11837,106666666665;7036,826666666665;146,59200435530147;59,447184728700584;11560118,370666666;6872164,922666665;Excelente
PI;2023;1087,0;3820,8;3515,0;202324;6153,45;1121,16;3969,36;1062,93;150,7;58,583333333333336;8828,508333333333;2675,0583333333334;43,47249645862619;30,300230031309557;9596588,558333334;2907788,408333333;Boa
PI;2024;1097,9;3777,9;3441,0;202425;4686,4;751,52;3203,13;731,75;133,88;57,35;7678,018;2991,6180000000004;63,83616421987027;38,963414777094826;8429695,9622;3284497,402200001;Excelente
PR;2008;4069,2;9509,7;2337,0;200809;1581,46814170967;194,190142857143;1114,49799885253;272,78;48,39;38,95;1884,7905;303,32235829033016;19,179795677857854;16,093160395828086;7669589,5026;1234279,3403550114;Baixa
PR;2009;4485,1;14078,7;3139,0;200910;1666,15668543843;216,195183674194;1168,80650176424;281,155;48,09;52,31666666666667;2515,9085000000005;849,7518145615704;51,000714517912705;33,77514780690833;11284101,213350004;3811221,8634901;Boa
PR;2010;4590,5;15424,1;3360,0;201011;1536,43;216,545;1005,965;313,96;42,08;56,0;2356,48;820,05;53,37373001047884;34,799786121673;10817421,44;3764439,525;Boa
PR;2011;4460,6;10941,9;2453,0;201112;1543,26;207,51;988,345;347,405;49,04;40,88333333333333;2004,9186666666667;461,6586666666667;29,91450997671596;23,02630397642066;8943140,204533335;2059274,6485333336;Média
PR;2012;4752,8;15912,4;3348,0;201213;1722,275;210,34;1162,675;349,26;68,73;55,8;3835,134;2112,859;122,67837598525206;55,09218191593826;18227624,8752;10041996,2552;Excelente
PR;2013;5010,4;14780,68;2950,0;201314;1782,105;250,645;1292,24;239,22;69,01;49,166666666666664;3392,991666666667;1610,8866666666668;90,3923543599657;47,476882495536145;17000245,446666665;8071186,554666666;Excelente
PR;2014;5224,8;17210,4912;3294,0;201415;1865,29;264,05;1347,32;253,92;67,25;54,9;3692,025;1826,7350000000001;97,93302918044915;49,47786106540449;19290092,220000003;9544325,028;Excelente
PR;2015;5451,3;16844,517;3090,0;201516;2723,485;364,29;1733,145;626,05;72,65;51,5;3741,4750000000004;1017,9900000000002;37,378212106914496;27,20825342946298;20395902,667500004;5549368,887000001;Média
PR;2016;5249,6;19922,232;3795,0;201617;2741,59;366,82;1705,645;669,125;81,5;63,25;5154,875;2413,285;88,0250146812616;46,8155871868862;27061031,8;12668780,936;Excelente
PR;2017;5464,8;20044,8864;3668,0;201718;2852,495;371,995;1759,865;720,635;71,3;61,13333333333333;4358,806666666666;1506,3116666666665;52,806811814452495;34,55789122710956;23820006,672;8231691,995999999;Boa
PR;2018;5437,5;16921,5;3112,0;201819;3229,7;391,385;1909,435;928,88;84,43;51,86666666666667;4379,102666666667;1149,4026666666668;35,58852731419844;26,24744734613819;23811370,75;6249877,000000001;Média
PR;2019;5502,7;21598,1;3925,0;201920;3851,59;472,135;2593,675;785,78;82,17;65,41666666666667;5375,2875;1523,6975000000002;39,56022058422626;28,34634426530674;29578594,52625;8384450,2332500005;Média
PR;2020;5623,8;19880,1;3535,0;202021;4481,605;729,15;2819,52;932,935;121,23;58,916666666666664;7142,4675;2660,8625;59,37298133146497;37,254107211548394;40167808,7265;14964158,527500002;Boa
PR;2021;5668,8;13174,3;2324,0;202122;4930,89;959,645;3689,21;282,035;170,07;38,733333333333334;6587,378;1656,4879999999994;33,59409761726583;25,146393603039012;37342528,4064;9390299,174399996;Média
PR;2022;5450,0;21543,9;3953,0;202223;8300,085;1204,68;6090,91;1004,495;188,89;65,88333333333334;12444,702833333333;4144,617833333334;49,93464323959736;33,30427322243412;67823630,44166666;22588167,19166667;Boa
PR;2023;5542,8;18330,0;3307,0;202324;9026,38;1280,095;4782,445;2963,84;150,7;55,11666666666667;8306,081666666667;-720,2983333333323;-7,979924768659555;-8,671938974835495;46038949,462000005;-3992469,6019999944;Prejuízo
PR;2024;5343,3;19978,6;3739,0;202425;7615,6205993054;1284,89015555556;4215,16044374985;2004,97;133,88;62,31666666666667;8342,955333333333;727,3347340279333;9,550564192946686;8,717950713723106;44578913,2326;3886367,684331456;Baixa
